work_order_id,asset_id,asset_type,asset_location,work_order_type,priority,created_date,completed_date,technician_id,labor_hours,parts_used,total_cost,failure_mode,root_cause,technician_notes,equipment_age_months,last_maintenance_days,downtime_hours,temperature_reading,vibration_level,pressure_reading,oil_condition,next_maintenance_due
WO-2024-170,TURB-004,Turbine,Power Generation Unit,Preventive,Medium,8/12/2024,8/12/2024,TECH-005,3.1,"{""oil"": 2, ""filter"": 1}",334.25,None,Scheduled maintenance,Scheduled inspection completed. Turbine vibration levels trending upward. Increased monitoring implemented.,91,35,1.1,NULL,4.2,NULL,3,11/12/2024
WO-2024-171,PUMP-001,Centrifugal Pump,Building A - Floor 1,Corrective,High,8/15/2024,8/15/2024,TECH-001,6.3,"{""impeller"": 1, ""seal"": 1}",518.05,Impeller Wear,Operating stress,Addressed impeller wear. Pump efficiency declining. Multiple component replacements becoming frequent.,43,34,2.9,77.8,4.9,135.6,3,11/15/2024
WO-2024-172,MOTOR-012,Electric Motor,Building B - Floor 2,Emergency,Critical,8/18/2024,8/18/2024,TECH-002,9.5,"{""bearing"": 3, ""oil"": 2}",1230.75,Winding Failure,Age-related degradation,Addressed winding failure. Motor approaching end-of-service life. Temperature control becoming unstable. Replacement planning recommended.,29,34,4.1,82.4,6.3,NULL,2,11/18/2024
WO-2024-173,CONV-005,Belt Conveyor,Warehouse - Zone C,Corrective,Medium,8/22/2024,8/22/2024,TECH-003,4.4,"{""belt"": 1, ""bearing"": 2}",699.4,Bearing Failure,Normal wear and tear,Addressed bearing failure. Replaced worn components. System restored to normal operation.,14,35,2,NULL,4.1,NULL,3,11/22/2024
WO-2024-174,COMP-002,Air Compressor,Utility Room - East,Preventive,Medium,8/25/2024,8/25/2024,TECH-004,2.5,"{""oil"": 1, ""filter"": 1}",263.25,None,Scheduled maintenance,Regular maintenance cycle completed. Compressor oil consumption increasing. Monitor for leaks.,51,34,0.9,NULL,3.8,162.5,3,11/25/2024
WO-2024-175,FAN-003,Exhaust Fan,Building A - Roof,Corrective,High,8/28/2024,8/28/2024,TECH-005,6.1,"{""bearing"": 2, ""belt"": 1}",778.85,Belt Wear,Progressive wear,Addressed belt wear. Fan reliability declining rapidly. Multiple failures per month now occurring. Critical assessment needed.,34,33,2.8,NULL,5.4,NULL,2,11/28/2024
WO-2024-176,PUMP-007,Gear Pump,Building C - Floor 3,Preventive,Low,9/1/2024,9/1/2024,TECH-001,1.6,"{""oil"": 1}",171.25,None,Scheduled maintenance,New equipment routine service. Performance remains excellent. All efficiency metrics above specification.,2,34,0.4,71.1,1.7,177.4,5,12/1/2024
WO-2024-177,MOTOR-025,Servo Motor,Production Line 2,Preventive,Low,9/5/2024,9/5/2024,TECH-002,1.4,"{""oil"": 1}",154.25,None,Scheduled maintenance,New motor scheduled service. Zero reliability issues. Performance consistently optimal.,2,35,0.3,62.1,1.2,NULL,5,12/5/2024
WO-2024-178,VALVE-008,Control Valve,Process Room A,Corrective,High,9/8/2024,9/8/2024,TECH-003,6.4,"{""seal"": 2, ""gasket"": 2}",613.4,Corrosion,Environmental conditions,Addressed corrosion. Valve corrosion rate accelerating. Environment becoming more aggressive. Protective measures needed.,46,34,2.9,NULL,4.7,NULL,3,12/8/2024
WO-2024-179,HEAT-001,Heat Exchanger,Building B - Basement,Emergency,Critical,9/12/2024,9/12/2024,TECH-004,8.9,"{""gasket"": 3, ""tube"": 2}",1205.15,Tube Leak,Environmental conditions,Addressed tube leak. Multiple tube failures. Heat exchanger showing signs of accelerated corrosion. Water treatment system failing.,78,35,3.9,76.8,5.2,NULL,2,12/12/2024
WO-2024-180,TURB-004,Turbine,Power Generation Unit,Corrective,High,9/15/2024,9/15/2024,TECH-005,6.7,"{""bearing"": 2, ""oil"": 2}",758.95,Oil System Issues,Progressive wear,Addressed oil system issues. Turbine oil consumption doubled. Bearing temperatures rising. Internal wear suspected. Close monitoring required.,91,34,3,NULL,5.8,NULL,2,12/15/2024
WO-2024-181,PUMP-001,Centrifugal Pump,Building A - Floor 1,Emergency,Critical,9/18/2024,9/18/2024,TECH-001,10.2,"{""bearing"": 3, ""impeller"": 1, ""seal"": 2}",1548.7,Cavitation,Operating stress,Addressed cavitation. Pump experiencing multiple concurrent failures. Efficiency down 25%. Frequent breakdowns becoming norm. Replacement consideration urgent.,44,34,4.5,81.5,7.1,132.8,1,12/18/2024
WO-2024-182,MOTOR-012,Electric Motor,Building B - Floor 2,Corrective,High,9/22/2024,9/22/2024,TECH-002,6.8,"{""bearing"": 2, ""oil"": 2}",747.8,Insulation Breakdown,Age-related degradation,Addressed insulation breakdown. Motor insulation failing rapidly. Temperature spikes frequent. End-of-life indicators present. Replacement planning critical.,30,35,3.1,84.7,5.9,NULL,2,12/22/2024
WO-2024-183,CONV-005,Belt Conveyor,Warehouse - Zone C,Preventive,Low,9/25/2024,9/25/2024,TECH-003,2.2,"{""oil"": 1}",222.25,None,Scheduled maintenance,Preventive service performed. No issues detected. Equipment running smoothly.,15,34,0.8,NULL,2.7,NULL,5,12/25/2024
WO-2024-184,COMP-002,Air Compressor,Utility Room - East,Corrective,High,9/28/2024,9/28/2024,TECH-004,5.9,"{""valve"": 2, ""bearing"": 1}",823.15,Valve Failure,Progressive wear,Addressed valve failure. Compressor valve failures increasing in frequency. Oil contamination persistent. System showing signs of accelerated wear.,52,34,2.7,NULL,5.3,158.9,2,12/28/2024
WO-2024-185,FAN-003,Exhaust Fan,Building A - Roof,Emergency,Critical,10/2/2024,10/3/2024,TECH-005,11.4,"{""bearing"": 4, ""belt"": 2, ""motor"": 1}",2247.9,Motor Issues,Progressive wear,Emergency motor replacement required. Complete fan system breakdown. Multiple component failures. Production ventilation compromised. Emergency replacement motor installed.,35,35,8.1,NULL,9.2,NULL,1,1/2/2025
WO-2024-186,PUMP-007,Gear Pump,Building C - Floor 3,Preventive,Low,10/5/2024,10/5/2024,TECH-001,1.5,"{""oil"": 1}",162.75,None,Scheduled maintenance,New equipment monthly service. Excellent condition maintained. All parameters optimal.,3,34,0.4,70.9,1.6,179.1,5,1/5/2025
WO-2024-187,MOTOR-025,Servo Motor,Production Line 2,Preventive,Low,10/8/2024,10/8/2024,TECH-002,1.3,"{""oil"": 1}",145.75,None,Scheduled maintenance,New motor routine maintenance. Perfect operational record continues. Zero downtime since installation.,3,33,0.3,61.7,1.4,NULL,5,1/8/2025
WO-2024-188,VALVE-008,Control Valve,Process Room A,Emergency,Critical,10/12/2024,10/12/2024,TECH-003,9.6,"{""seal"": 4, ""gasket"": 3}",1287.6,Seal Leak,Progressive wear,Emergency seal replacement. Valve experiencing cascading failures. Multiple seal points compromised. Environmental factors accelerating degradation. Replacement evaluation urgent.,47,34,4.2,NULL,6.8,NULL,1,1/12/2025
WO-2024-189,HEAT-001,Heat Exchanger,Building B - Basement,Corrective,High,10/15/2024,10/15/2024,TECH-004,6.5,"{""gasket"": 2, ""tube"": 1}",630.25,Thermal Stress,Environmental conditions,Addressed thermal stress. Heat exchanger showing chronic issues. Thermal cycling causing repeated failures. System redesign may be required.,79,33,3,77.2,4.6,NULL,3,1/15/2025
WO-2024-190,TURB-004,Turbine,Power Generation Unit,Emergency,Critical,10/18/2024,10/19/2024,TECH-005,12.8,"{""bearing"": 4, ""oil"": 3, ""blade"": 1}",2156.8,Bearing Failure,Progressive wear,Emergency turbine repair. Multiple bearing seizures. Blade damage detected. Oil system completely contaminated. Critical infrastructure at risk. Immediate action required.,92,33,9.7,NULL,8.4,NULL,1,1/18/2025
WO-2024-191,PUMP-001,Centrifugal Pump,Building A - Floor 1,Corrective,High,10/22/2024,10/22/2024,TECH-001,7.1,"{""bearing"": 2, ""seal"": 2}",695.85,Bearing Failure,Progressive wear,Addressed bearing failure. Pump showing end-of-life characteristics. Bearing failures every 2 weeks. Seal integrity compromised. Critical replacement decision needed.,44,34,3.2,83.2,6.4,129.7,2,1/22/2025
WO-2024-192,MOTOR-012,Electric Motor,Building B - Floor 2,Emergency,Critical,10/25/2024,10/26/2024,TECH-002,13.5,"{""motor"": 1, ""bearing"": 3}",2789.25,Winding Failure,Age-related degradation,Complete motor replacement required. Catastrophic winding failure. Insulation system collapsed. Motor beyond economical repair. Emergency replacement motor installed.,30,33,11.2,92.1,10.3,NULL,1,1/25/2025
WO-2024-193,CONV-005,Belt Conveyor,Warehouse - Zone C,Corrective,Medium,10/28/2024,10/28/2024,TECH-003,4.6,"{""belt"": 1, ""bearing"": 2}",717.1,Alignment Issues,Environmental conditions,Addressed alignment issues. Replaced worn components. System restored to normal operation.,15,33,2.1,NULL,4.2,NULL,3,1/28/2025
WO-2024-194,COMP-002,Air Compressor,Utility Room - East,Preventive,Medium,11/1/2024,11/1/2024,TECH-004,2.7,"{""oil"": 2, ""filter"": 1}",288.25,None,Scheduled maintenance,Regular maintenance cycle completed. Compressor showing increased wear but manageable with frequent service.,52,34,1,NULL,4.1,161.3,3,2/1/2025
WO-2024-195,FAN-003,Exhaust Fan,Building A - Roof,Preventive,Low,11/5/2024,11/5/2024,TECH-005,1.8,"{""oil"": 1}",188.25,None,Scheduled maintenance,New fan motor initial service. Replacement unit performing excellently. All parameters within specification.,1,33,0.5,NULL,1.9,NULL,5,2/5/2025
WO-2024-196,PUMP-007,Gear Pump,Building C - Floor 3,Preventive,Low,11/8/2024,11/8/2024,TECH-001,1.4,"{""oil"": 1}",154.25,None,Scheduled maintenance,New equipment quarterly service. Performance continues to exceed expectations. Reliability outstanding.,3,33,0.4,70.6,1.5,181.7,5,2/8/2025
WO-2024-197,MOTOR-025,Servo Motor,Production Line 2,Preventive,Low,11/12/2024,11/12/2024,TECH-002,1.2,"{""oil"": 1}",137.25,None,Scheduled maintenance,New motor preventive service. Perfect operational record maintained. Industry-leading performance metrics.,3,35,0.3,61.4,1.3,NULL,5,2/12/2025
WO-2024-198,VALVE-008,Control Valve,Process Room A,Corrective,High,11/15/2024,11/15/2024,TECH-003,6.9,"{""seal"": 3, ""gasket"": 2}",668.15,Calibration Drift,Progressive wear,Addressed calibration drift. Valve showing rapid deterioration. Environmental conditions extremely aggressive. Immediate replacement planning initiated.,47,34,3.1,NULL,5.7,NULL,2,2/15/2025
WO-2024-199,HEAT-001,Heat Exchanger,Building B - Basement,Emergency,Critical,11/18/2024,11/19/2024,TECH-004,10.7,"{""gasket"": 4, ""tube"": 3}",1698.95,Corrosion,Environmental conditions,Emergency repair completed. Heat exchanger corrosion accelerating rapidly. Multiple tube failures. Environmental controls failing. Replacement procurement urgent.,79,34,6.8,79.4,6.1,NULL,1,2/18/2025
WO-2024-200,TURB-004,Turbine,Power Generation Unit,Corrective,High,11/22/2024,11/22/2024,TECH-005,7.4,"{""bearing"": 2, ""oil"": 2}",812.9,Vibration,Progressive wear,Addressed vibration. Turbine vibration levels critical. Internal damage suspected. Continuous monitoring implemented. Replacement evaluation in progress.,92,35,3.4,NULL,7.3,NULL,2,2/22/2025
